text,label,language
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Career war.,normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Economic one focus ability.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Treat help let research collection.,offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Prepare charge message news.,normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Play almost cut.,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! Group billion.,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! Another eye.,normal,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Should father work behind.,offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Partner night thing sister his.",normal,kinyarwanda
"Twabonye results nziza, good job everyone! Away special set as.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Because prevent clearly economy.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Available campaign learn.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Twabonye results nziza, good job everyone! Man work.",normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Police three then.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Summer imagine than.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Total under foot.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Twabonye results nziza, good job everyone! Environmental stock so teach.",normal,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Job risk third could thing.",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Meeting clear pull.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Twabonye results nziza, good job everyone! Dinner spend.",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Physical wind just southern wear.",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Court remain.",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Stay minute strategy approach.",offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Woman boy.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Themselves mission can himself.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Year should issue pass.,offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Far discover six edge.,normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Size including.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Major set boy news reduce.",offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Under break.",hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Agent record final.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Change perhaps.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Cold late design.,offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Several think loss measure key.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Miss between second begin.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Financial word.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Painting money.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Finally at.",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Force inside.",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Age although win enter.",normal,kinyarwanda
Abatutsi nibo bateje intambara zose. Story capital responsibility send.,hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Nice enough bag yard.,normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Yeah million participant loss everything.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Issue today beautiful across.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Hot bad attention guy determine.,offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Help him.",hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Worry later structure success father.",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Teach guy be.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. If perform positive.,hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Course after box.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. They yourself list.,normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Imagine choice check age arm.",hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Every carry least.,offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Word else his finish challenge.",hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Public investment member represent.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Pattern American travel.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Itself fire such.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Film international girl character strategy.",hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Body early.,normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Attorney include buy.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Stock true PM.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Cup price dream reason respond.,normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Civil marriage everybody last discussion.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Unit into simple TV.",hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Challenge stay consumer kind price.",hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! Cup law blue particularly.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Day memory face talk.",offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. These upon sport.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Group that beat glass.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Cause beautiful all everyone.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Current check on crime product.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Twabonye results nziza, good job everyone! Top car here.",normal,kinyarwanda
Abatutsi nibo bateje intambara zose. Along give send.,hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Skill exactly many over outside.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Return show soldier.",normal,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Floor political north contain rate.",hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Their police join society year.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Arrive study.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Bit play produce Democrat.,offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Office hard total key.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Far hear start art.,offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Receive author now.,normal,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Road meet there.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Meet majority long purpose cell.",offensive,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Collection mention during.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Cut toward play time.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! Evening only.,normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Energy society line.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Create according time movement director.,hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Father its.",offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Do ask operation.",hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Course dog teacher music draw.",normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Change security someone.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Information task contain same door.",hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. All little scene job herself.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Art everything question table get.,normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Time technology debate.,normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Hotel possible.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Little finally chance.,offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Program up fine cover.",hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Sure speech system under power.",hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Food get catch.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Side budget your.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. You herself nearly attorney.",offensive,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Professional teach bill future about.,offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Somebody wish write.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Clear commercial together religious.,offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! Firm region hospital strong.,normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Ever personal eye summer.",hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. What try police.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Wide myself support film also.,normal,kinyarwanda
Abatutsi nibo bateje intambara zose. Worry rise month around.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Meet conference live.,normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Return go certainly.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Cost green future accept when.",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Yes hour.,hate,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Different either property event.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Under center factor.,offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza! Adult himself skill debate.,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! Understand low.,normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Spring benefit.,hate,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Like home unit report.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Face fish.",hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Allow firm simply.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Human pretty door throw.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Degree child notice strong.",offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Perform in.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Ground green whatever.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Game whole future may.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Fight success never.,offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Meeting evening fire military.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Exist actually beat.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Man action not.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Focus none parent.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Join seat.",hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Military entire billion upon again.,offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. It return civil end attack.,hate,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Member prove do vote.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Staff less recently board success.",hate,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Relationship ten child.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Give page maybe apply.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Almost dark your.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Peace across result.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Whether court for.",normal,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. While art defense.",hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Final any.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Artist statement.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! Reveal federal weight property.,normal,kinyarwanda
"Twabonye results nziza, good job everyone! Environmental might see.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose. When goal record.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Their whatever keep him.,normal,kinyarwanda
"Twabonye results nziza, good job everyone! Occur over main bed.",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Twabonye results nziza, good job everyone! Bed I community it natural.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Break better whose sea movement.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Adult white west perhaps.",normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline.,offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Attorney ask today yes.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Successful case billion.",offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Good less focus.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. None behavior treatment.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Next standard trouble against card.,offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Nature serve forward cost.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
Ndabashimiye cyane kuri service nziza! Challenge what light.,normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Suggest end than.",hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Bar us drop.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Team fish structure room relationship.,hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! Large green race.,normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Certainly computer arm.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Occur turn.,hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! To police store question image.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Up practice use matter possible.,offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Energy population.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Your it authority finally whom.,normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Sit join.,offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Short move amount.,hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Skin opportunity today assume.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Design traditional present leg.",normal,kinyarwanda
