text,label,clean_text
"@user Ko numva naho byatangiye guhenda, amata araduhma gute? Gusa ahandi ni 450.",neutral,ko numva naho byatangiye guhenda amata araduhma gute gusa ahandi ni
@user Aya mafoto murikuyakura hehe,neutral,aya mafoto murikuyakura hehe
@user Muri benshii mugiye kubiryaa,neutral,muri benshii mugiye kubiryaa
@user Hahah nuguta inyuma ya Huye I know,negative,hahah nuguta inyuma huye know
@user @user @user Uvuze ukiri njyewe umugore wanjye abyaye akanga guha umwana ibere namubwira ko ntamushatse ngo abyare amere nk'ujugunye umwana no !!!,negative,uvuze ukiri njyewe umugore wanjye abyaye akanga guha umwana ibere namubwira ko ntamushatse ngo abyare amere nkujugunye umwana
Nyuma y'imyaka 12 nishimiye kuzongera guhagarara mu ishuli ryisumbuye nigisha Ubumenyi bw'Isi #Geography Isomo nahigishije imyaka irenga 4. https://t.co/R9o0RJDnuk,positive,nyuma yimyaka nishimiye kuzongera guhagarara ishuli ryisumbuye nigisha ubumenyi bwisi geography isomo nahigishije imyaka irenga
@user @user @user Nibyiza kuba Aho imusanze barihuje bagafatanya kandi nibyiza kuba inkingo zirimo kugera henshi,positive,nibyiza kuba aho imusanze barihuje bagafatanya nibyiza kuba inkingo zirimo kugera henshi
@user @user Nukuri imbeba yapfuy inuka kubi wagirango niyo iri kumunukira,neutral,nukuri imbeba yapfuy inuka kubi wagirango niyo iri kumunukira
@user Iyi flop yatumarira iki koko??,negative,iyi flop yatumarira iki koko
Icyo nicyaha imbere yimana nabantu! Gusambanya umugore wundi😭😭😭 https://t.co/zeDJAFvM7a,negative,icyo nicyaha imbere yimana nabantu gusambanya umugore wundi
"#backpain Uko Warinda Umugongo Wawe Ububabare . Video Yose 👉M250 TV @user Kigali, Rwanda https://t.co/1tmtjRvMgl",neutral,backpain warinda umugongo wawe ububabare video yose m tv kigali rwanda
Amakuru ndi gukura ahantu hizewe nuko ba bakobwa bagiye gukora indi nama🤦🤦 None rero bavandimwe murusheho gukaza ingamba 😂😂😂 #BARABASHUKA,neutral,amakuru ndi gukura ahantu hizewe nuko ba bakobwa bagiye gukora indi nama rero bavandimwe murusheho gukaza ingamba barabashuka
"@user aiko stewart agira ubusazi, just two years in nba atangiye kumva ari tough guy 😂",negative,aiko stewart agira ubusazi just years nba atangiye kumva ari tough guy
@user Ni ko inzobere yo muri WHO itubwiye mu kanya muri Lemigo. Tengamara.,neutral,ni ko inzobere muri itubwiye kanya muri lemigo tengamara
@user @user Inzira yanyuzemo nyamara nawe wayinyuramo ugasezerera ubukene,positive,inzira yanyuzemo nyamara nawe wayinyuramo ugasezerera ubukene
Mwitegereze neza iriya #Logo ya MissRwanda murebeko neza batifashishije #Face ya Martina wo kuri KC2.,neutral,mwitegereze neza iriya logo missrwanda murebeko neza batifashishije face martina wo kuri kc
@user ntuzanzaneho ibya st valant ngira ngo wabyumvise ko gahunda ari guma murugo😀😀😀,negative,ntuzanzaneho ibya st valant ngira ngo wabyumvise ko gahunda ari guma murugo
@user @user 11) Ikibiriti 12) Ibinini (ubutabazi bw’ibanze) 13) Igifuka/ 14)Indobo/akabido,neutral,ikibiriti ibinini ubutabazi bwibanze igifuka indoboakabido
@user @user @user @user @user @user @user Mbere yo kuvuga ko atangaza ibyo atazi waba uri umukozi w'irembo kuburyo ugiye kumuha amakuru yuzuye?? Nonsense 😏,negative,mbere kuvuga ko atangaza ibyo atazi waba uri umukozi wirembo kuburyo ugiye kumuha amakuru yuzuye nonsense
"@user @user @user Ni imikino 2 ya Gicuti, ni umwanya mwiza wo kumbwitegereza Tukamenya uko ahagaze. Ndumva aricyo @user nawe yifuza kureba.",neutral,ni imikino gicuti ni umwanya mwiza wo kumbwitegereza tukamenya ahagaze ndumva aricyo nawe yifuza kureba
Ase mwa bintu mwe ko mbona imihanda mwayigaruriye😅😂😂😂😂😂 murashaka gutwika inzu za ba so🤣🤣🤣🤣🤣🤣🤣 https://t.co/GGvFdUA771,negative,ase mwa bintu mwe ko mbona imihanda mwayigaruriye murashaka gutwika inzu za ba
@user @user Amen nakire mu izina rya Yesu...... Buravan wee baho wongere ubeho,positive,amen nakire izina rya yesu buravan wee baho wongere ubeho
"Nubwo imyanzuro ikakaye, ariko nshimishijwe nuko baduhaye Umunsi w'ejo wo kugaruka mu murwa😎🙌🙌🙌🙌, Ubwo nabajya muntara Bari munyungu https://t.co/1pYJf922bQ",positive,nubwo imyanzuro ikakaye ariko nshimishijwe nuko baduhaye umunsi wejo wo kugaruka murwa nabajya muntara bari munyungu
"@user Amasaha yo kuryama , kurya, nibindi Imana izabinshoboza😂",positive,amasaha kuryama kurya nibindi imana izabinshoboza
Mutsobanurire pe ubanze icyongereza cyanjye ari hafi yantacyo. Johnson&amp;johnson c na rwo ni swarara https://t.co/xdtojOBFvw,negative,mutsobanurire pe ubanze icyongereza cyanjye ari hafi yantacyo johnsonampjohnson c rwo ni swarara
Abanyamakuru rwose ni mugira amahirwe yo guhura Ramos muzamubaze ibi bintu🤔 byaratubabaje rwose😏😏 @user @user @user https://t.co/zglf9bKlgY,negative,abanyamakuru ni mugira amahirwe guhura ramos muzamubaze ibi bintu byaratubabaje
"Umva #IsiYaNone kuri iki cyumweru (13h30------15h00) @user UBUSUMBANE no KUBA NYAMWIGENDAHO bikomeje kwigaragaza mu isi. #RwOT, Biraterwa n'iki? Ingaruka ni izihe? https://t.co/3QhA0fABBU",neutral,umva isiyanone kuri iki cyumweru hh ubusumbane kuba nyamwigendaho bikomeje kwigaragaza isi rwot biraterwa niki ingaruka ni izihe
@user @user Niba se upfuye aba ababariwe ibyaha umunsi w'urubanza uvuze iki? Hazaburanishwa ababariwe?,neutral,niba se upfuye aba ababariwe ibyaha umunsi wurubanza uvuze iki hazaburanishwa ababariwe
Urubyiruko rukoresha imbuga nkoranyambaga rwasuye Museum y'urugamba rwo guhagarika Jenoside yakorewe Abatutsi mu 1994. @user yasabye urubyiruko kwimana u Rwanda✊ #InkotanyiNiUbuzima #Inkotanyicyane https://t.co/eno8HN1QyF,neutral,urubyiruko rukoresha imbuga nkoranyambaga rwasuye museum yurugamba rwo guhagarika jenoside yakorewe abatutsi yasabye urubyiruko kwimana u rwanda inkotanyiniubuzima inkotanyicyane
"@user Gusubika inama ntibihombya ubuyobozi gusa, bihombya igihugu muri rusange. Kandi uwo mu oppoza yoppoza ubuyobozi apana igihugu. Ntacyo wumvamo?",negative,gusubika inama ntibihombya ubuyobozi gusa bihombya igihugu muri rusange uwo oppoza yoppoza ubuyobozi apana igihugu wumvamo
"@user @user @user Ewana ni byose kbs. @user yacu Ku isonga mu gihugu hose muguhindura ubuzima bw'abanyarwanda, abaturarwanda ndetse n'abanyamahanga.@user hejuru cyane🙏🙏🙏🙏🤝🤝🤝 https://t.co/3UD87VmLEX",positive,ewana ni byose kbs yacu isonga gihugu hose muguhindura ubuzima bwabanyarwanda abaturarwanda ndetse nabanyamahanga hejuru
@user @user genda gake kko umukinnyi wibitego 30+ buri season byang byakund iyo umubuz uramukumbur,positive,genda gake kko umukinnyi wibitego buri season byang byakund iyo umubuz uramukumbur
@user Mwamfasha kureba impamvu ikarita yanjye kuri bus igaragaza ko ntamafaranga ariho kandi narayashyizeho nkoresheje momo? https://t.co/BvCAUzW2l5,negative,mwamfasha kureba impamvu ikarita yanjye kuri bus igaragaza ko ntamafaranga ariho narayashyizeho nkoresheje momo
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Abagabo bagomba gufasha abagore mu kubahiriza ihame ry'ubwuzuzanye n'uburinganire,positive,abagabo bagomba gufasha abagore kubahiriza ihame ryubwuzuzanye nuburinganire
@user @user 😂😂😂njye natangiye gucyeka ko umuntukazi wa bambi ntawe kuko burigihe yitwaza ngo ari kwiga nkaho twe turi inzererezi 😉,negative,njye natangiye gucyeka ko umuntukazi wa bambi ntawe kuko burigihe yitwaza ngo ari kwiga nkaho twe turi inzererezi
Bra: akora inzoga Li:akazipfundikira Rwa: bakazinywa https://t.co/9hb2xrEvCC,neutral,bra akora inzoga liakazipfundikira rwa bakazinywa
"@user @user Yavuze ko umugore Ari umufasha, agomba kuza Hari Aho ugeze. And that's wrong!",negative,yavuze ko umugore ari umufasha agomba kuza hari aho ugeze thats wrong
#RwOT! Ese mwarimuziko imenye ifite urubuga ruriho inama zagufasha kumenya ibijyanye nigihe cy’uburumbuke ndetse nizindi nama nyinshiii?! Suura urubuga: https://t.co/QB5eph9NkM #rwot @user https://t.co/sUnTXPlwQh,positive,rwot ese mwarimuziko imenye ifite urubuga ruriho inama zagufasha kumenya ibijyanye nigihe cyuburumbuke ndetse nizindi nama nyinshiii suura urubuga rwot
@user @user 😂😂😂😂😂 hama hamwe sha!!! Uze kumva ya ndirimbo ya Butera Knowless ..... Ugiye kwitwa papaaa ..... Ayayayayayaya ..... Ugiye kwitwa papaaaaaa,neutral,hama hamwe sha uze kumva ndirimbo butera knowless ugiye kwitwa papaaa ayayayayayaya ugiye kwitwa papaaaaaa
"#BnBSports Dufite ikibazo kuri FM, aba Technicians bari kurwana no kubikemura…. Wareba kuri Youtube, cg Ukadukurikira kuri Tunein! @user 95.3 FM https://t.co/ALefHHz09M",neutral,bnbsports dufite ikibazo kuri fm aba technicians bari kurwana kubikemura wareba kuri youtube cg ukadukurikira kuri tunein fm
"@user @user Umuntu ashaka ko bamusingiza n’undi akabishaka, noneho amakimbirane akaza, induru zikavuga, umuriro ukaka, ubuzima bukahatikirira.",negative,umuntu ashaka ko bamusingiza nundi akabishaka noneho amakimbirane akaza induru zikavuga umuriro ukaka ubuzima bukahatikirira
Iwabo w'ibyiza n'abeza. Ngwino tukurinde imbeho tukwambika imyenda myiza ikozwe mu budodo. #MadeInRwanda #RwOT https://t.co/4GlLMB3ekF,positive,iwabo wibyiza nabeza ngwino tukurinde imbeho tukwambika imyenda myiza ikozwe budodo madeinrwanda rwot
"@user @user @user Uriya mukobwa @user ikibazo afite gikomeye cyane, ni igwingira ryo mu mutwe.",negative,uriya mukobwa ikibazo afite gikomeye ni igwingira ryo mutwe
@user @user Ubwo ni namba ya MTN cg ni undi muntu?,neutral,ni namba mtn cg ni undi muntu
Dufite #FullGeneral Olivier mwizamu na Ltd Private Sugira 😂😂 #intsinziAmavubi https://t.co/HcAbXUvaMZ,neutral,dufite fullgeneral olivier mwizamu private sugira intsinziamavubi
"Murongore mukiri Bato,,, mubyare mugifite imbaraga zo kurera abana no kubateganyiriza hakiri kare,,,, ibya nta gikwe tubireke. 🐰🐰🐰",positive,murongore mukiri bato mubyare mugifite imbaraga zo kurera abana kubateganyiriza hakiri kare ibya nta gikwe tubireke
Yaravuze ngo uzagitange si icyawe wagihawe n'Imana 😁 https://t.co/4eqC8C4cB8,negative,yaravuze ngo uzagitange si icyawe wagihawe nimana
Hari inshuti zimeze nk'abashyushyarugamba mubuzima bwawe! Izo ujye uzigendera kure!,positive,hari inshuti zimeze nkabashyushyarugamba mubuzima bwawe izo ujye uzigendera kure
Umuyobozi mushya wa @user mu Karere ka Kirehe tumuhaye ikaze kandi tumwifurije akazi keza https://t.co/ucfJ8PGBxl,positive,umuyobozi mushya wa karere ka kirehe tumuhaye ikaze tumwifurije akazi keza
#RwOT Waha iki @user yashyizeho gahunda nziza kandi ihamye yo kuvurira ubuntu abarwayi b'umwijima (hepatitis c)? @user @user,positive,rwot waha iki yashyizeho gahunda nziza ihamye kuvurira ubuntu abarwayi bumwijima hepatitis c
@user Wibukeko na real Twayirazwe nabasogokuru,neutral,wibukeko real twayirazwe nabasogokuru
@user @user @user Ubona ari abaturage bafunga umutwe cg ni ubuyobozi butakoze ubukangurambaga uko bikwiye?,negative,ubona ari abaturage bafunga umutwe cg ni ubuyobozi butakoze ubukangurambaga bikwiye
@user @user @user @user @user @user @user @user @user @user @user @user ukaba uboneyeho kwamamaza rero🤣😂 ko wamamarije abaconcurent bombi se ubwo ntibiza kukugwa nabi bro?,negative,ukaba uboneyeho kwamamaza rero ko wamamarije abaconcurent bombi se ntibiza kukugwa nabi bro
Sukwirata pe gusa iyo bampamagaje Android nkavugira kuri phone umwanya munini bintera allergie zo kunuka mukwaha 😒🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️ https://t.co/dhHzZNE3ya,negative,sukwirata pe gusa iyo bampamagaje android nkavugira kuri phone umwanya munini bintera allergie zo kunuka mukwaha
@user @user NGO jye ark ndimanzi 😂,neutral,ngo jye ark ndimanzi
@user @user 😂😂😂ahwiii ngo arisekeshwa kndi byahinduye isura,negative,ahwiii ngo arisekeshwa kndi byahinduye isura
@user Umubwire uti ko mbona uri mubi nari bwabikubwire??,negative,umubwire uti ko mbona uri mubi nari bwabikubwire
"@user @user @user @user #RDF ingabo igoboka aho rukomeye hose! Ubudasa mubuvoma ku isoko twese tuvomaho,Rudasumbwa mu mihigo,intore izirusha intambwe,umubyeyi dukunda cyane H.E @user!",positive,rdf ingabo igoboka aho rukomeye hose ubudasa mubuvoma isoko twese tuvomahorudasumbwa mihigointore izirusha intambweumubyeyi dukunda
@user @user Ntago natunga umugore umwe ngo mbishobore njyewe 😂😂,negative,ntago natunga umugore umwe ngo mbishobore njyewe
@user Winyibutsa ukuntu nigeze kurya ingurube nyita inkoko kuberako nasanze byari muri package imwe naho inkoko zashize nkejo.,negative,winyibutsa ukuntu nigeze kurya ingurube nyita inkoko kuberako nasanze byari muri package imwe naho inkoko zashize nkejo
@user @user @user @user @user @user @user Good! Nibyingenzi cyane kugezwaho ishusho y'akrere muri rusange. Welcome @user,positive,good nibyingenzi kugezwaho ishusho yakrere muri rusange welcome
"TUGIRE UMUTEKANO!!! Buriwese abe ijisho rya mugenzi we, Dukumira icyaha kitaraba, Dutangira amakuru ku gihe kandi vuba. @user @user @user",positive,tugire umutekano buriwese abe ijisho rya mugenzi dukumira icyaha kitaraba dutangira amakuru gihe vuba
Ibi byadufasha cyane mugihe tukiri muri guma murugo https://t.co/qppxTJi5KB,positive,ibi byadufasha mugihe tukiri muri guma murugo
Abayobozi batubahirije amabwiriza yo kwirinda #Covid19 nabo twagiye tubahana kuko ntawe uri hejuru y'amategeko https://t.co/KUlO0kyboG,neutral,abayobozi batubahirije amabwiriza kwirinda covid nabo twagiye tubahana kuko ntawe uri hejuru yamategeko
"Amashyaka ya politike se simbona bafite uruhuri ? Nibarebe ikindi bahimba, amashyaka yo bimaze kugaragara ko ntacyo azabagezaho. https://t.co/lABgMU27Ou",negative,amashyaka politike se simbona bafite uruhuri nibarebe ikindi bahimba amashyaka bimaze kugaragara ko azabagezaho
"@user Imig 23:9 [9]Ntukagire icyo uvuga umupfapfa akumva,Kuko azahinyura ubwenge bw'amagambo yawe.",negative,imig ntukagire icyo uvuga umupfapfa akumvakuko azahinyura ubwenge bwamagambo yawe
Those who did France munsobanurire ibyo uwisibo ambwiye peee ngo nanze kujya gufata amata yumwana yewee🤔🤔🤔 https://t.co/0lP2RanxFu,negative,did france munsobanurire ibyo uwisibo ambwiye peee ngo nanze kujya gufata amata yumwana yewee
@user Ni muntabire se abarimo gutera iryovi ???,neutral,ni muntabire se abarimo gutera iryovi
@user Bruce melody yavuze ko igifaransa n’ikinyabupfura ari ibintu utakwiga ukuze 😂😂😂😂,neutral,bruce melody yavuze ko igifaransa nikinyabupfura ari ibintu utakwiga ukuze
"@user Aho ni hehe, ngo duhahe?",neutral,aho ni hehe ngo duhahe
@user @user Reba igihe umu petit wawe aba abiboneye,neutral,reba igihe umu petit wawe aba abiboneye
"@user Hhhh bro winyica nawe, ubundi byose byapfiriye hariya amusaba interview rero ntiwakwaka service ngo uyihererwe kubuntu, Yago si umusamiriya",negative,hhhh bro winyica nawe ubundi byose byapfiriye hariya amusaba interview rero ntiwakwaka service ngo uyihererwe kubuntu yago si umusamiriya
@user Ko ureba nabi x mhn Ureba nkugikora mu nkono 😂😂😂😂,negative,ko ureba nabi x mhn ureba nkugikora nkono
Ibimenyetso ubona ku bikarito n’icyo bisobanuye (igice cya 2) #Rwanda #RwOT #menya #Rwandan https://t.co/R2zqz2AY1U,neutral,ibimenyetso ubona bikarito nicyo bisobanuye igice cya rwanda rwot menya rwandan
#RwOT Aho kwicwa n'inzara no kwicwa na cya kovidi wakwicwa Niki!?,negative,rwot aho kwicwa ninzara kwicwa cya kovidi wakwicwa niki
"@user Wowe ufite akazi muri HoReCo, harira abandi.....",neutral,wowe ufite akazi muri horeco harira abandi
@user Nari maze umwanya ntamama akajisho kuri iyi mihanda ariko ndabona mukomeje kuyitengamaza💯,neutral,nari maze umwanya ntamama akajisho kuri iyi mihanda ariko ndabona mukomeje kuyitengamaza
"@user @user Si ngombwa ko atwumvisha, kuko birumvikana, biroroshye kubyumva!",neutral,si ngombwa ko atwumvisha kuko birumvikana biroroshye kubyumva
@user ngo mwe n'ubusa murabwemera ntacyo bitwaye. Utubwirire umugore wawe aduhe urugero hamwe n'umukobwa cg mushiki wawe niba umufite.,negative,ngo mwe nubusa murabwemera bitwaye utubwirire umugore wawe aduhe urugero hamwe numukobwa cg mushiki wawe niba umufite
@user @user @user @user @user @user @user Amahoro amahoro aganze mwisi yose,positive,amahoro amahoro aganze mwisi yose
"@user Mbyumva nk, igihuha ariko ushatse twazayikatana tukumva uko bimera",neutral,mbyumva nk igihuha ariko ushatse twazayikatana tukumva bimera
@user @user @user @user Hhh @user arabaye aturaritse kabisa ngo mukanya ni fire fire kabisa,positive,hhh arabaye aturaritse kabisa ngo mukanya ni kabisa
@user @user @user @user Arko murushya nubusa kuberik utangiye kurira Kandi na 300frw utangaho kok uzuburyo nabishegeye,negative,arko murushya nubusa kuberik utangiye kurira frw utangaho kok uzuburyo nabishegeye
"Filem 1:25 [25]Ubuntu bw'Umwami Yesu Kristo bubane n'imitima yanyu, Amen.",positive,filem ubuntu bwumwami yesu kristo bubane nimitima yanyu amen
Nanjye byarancanze😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Ati urambabaje🤣🤣🤣🤣🤣🤣🤣🤣🤣 ati nta kazi uzi😳😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/xellLylOGh,negative,nanjye byarancanze ati urambabaje ati nta kazi uzi
@user Niyihangane yahuye n'uruvagusenya nta kundi ngo bijya bibaho https://t.co/Emuegqk1Jn,negative,niyihangane yahuye nuruvagusenya nta kundi ngo bijya bibaho
Chorale Illuminatio yifurije aba Kristu bose muri Rusange umunsi mwiza w'icyumweru cya Pentecôte. Dukomeze kuzirikana ingabire za Roho Mutagatifu 🙏 https://t.co/9BgMfbciMn,positive,chorale illuminatio yifurije aba kristu bose muri rusange umunsi mwiza wicyumweru cya pentecôte dukomeze kuzirikana ingabire za roho mutagatifu
@user Biriya byose ni ibihuha dore nkumbuye za nyama zawe 😌,positive,biriya byose ni ibihuha dore nkumbuye za nyama zawe
"@user Ukuri gutsinda ikinyoma,duhagaze mu ngamba ntibazadusubiza aho twavuye",positive,ukuri gutsinda ikinyomaduhagaze ngamba ntibazadusubiza aho twavuye
@user Hhhhhh petit frère nyamara ibyo ni ibyacu ahandi ngo barirekura kakahava,neutral,hhhhhh petit frère nyamara ibyo ni ibyacu ahandi ngo barirekura kakahava
ubusambanyi n'ubujura bikwiye gusigara mu 2020 #iki_ngitekerezo_cyange #hagataho🤣🤣🤣 mwe sinzi uko mubyumva pe🤪 @user @user @user,positive,ubusambanyi nubujura bikwiye gusigara iki_ngitekerezo_cyange hagataho mwe sinzi mubyumva pe
@user Kd ubu wasanga ejo urabikora🤔😂,neutral,kd ubu wasanga ejo urabikora
@user @user Eweee mbega inkurumbi weeee ubuse agiye kuiyahura atabireba raa cg na pfe none ko igihe kigeze,negative,eweee mbega inkurumbi weeee ubuse agiye kuiyahura atabireba raa cg pfe ko igihe kigeze
"@user yiii nabo bakora ibintu bafite inganda zikaze, njye nemera ibintu bakora nka snacks, biscuits, mayo,...",neutral,yiii nabo bakora ibintu bafite inganda zikaze njye nemera ibintu bakora nka snacks biscuits mayo
@user Icyambwira aho banywera Sha😂😂💀,neutral,icyambwira aho banywera sha
@user Uyu mubumbe ni danger nyine🤔,negative,uyu mubumbe ni danger nyine
"@user Umva mbese, yabuzwa n'iki kubikora? Umugore ni we wandikiwe guteka se? Indangagaciro ni iki kuri wowe??",neutral,umva mbese yabuzwa niki kubikora umugore ni wandikiwe guteka se indangagaciro ni iki kuri wowe
Mumwanya nsomye inkuru ivuganga ku inzoga zinkorano: Ese Mutzing na Primus byo Bivahe?! Baraziprintinga cg Barazidowniloadinga?,negative,mumwanya nsomye inkuru ivuganga inzoga zinkorano ese mutzing primus byo bivahe baraziprintinga cg barazidowniloadinga
Iyo njyanama yemeje ko inka buka muzajya muyicisha inzara kuriya ifite ibibazo bikomeye🤨 https://t.co/YirGFQgWtD,negative,iyo njyanama yemeje ko inka buka muzajya muyicisha inzara kuriya ifite ibibazo bikomeye
@user @user Kandi Ari umusore??? 🤣😂 Imbwakazi iba Ari ingore ntago iba Ari ingabo🤣😂,negative,ari umusore imbwakazi iba ari ingore ntago iba ari ingabo
@user Siwumvako nge nawe turi aba kristu 😅😂,positive,siwumvako nge nawe turi aba kristu
"@user Sorry it was a typing error, meant muzatengamara ku munsi w'imperuka nubwo uwo munsi utazabaho😂",negative,sorry typing error meant muzatengamara munsi wimperuka nubwo uwo munsi utazabaho
@user @user Tuvuga nyina aho kuvuga mama we. Ariko message irumvikana neza ntabyacitse,neutral,tuvuga nyina aho kuvuga mama ariko message irumvikana neza ntabyacitse
@user @user @user Ntabwo ibyanditswe mu bitabo byose Ari byo cyane cyane kuri topics ziri debatable.,neutral,ntabwo ibyanditswe bitabo byose ari byo kuri topics ziri debatable
Niba ukeneye amafaranga ntiwirengagize iyi link https://t.co/5fKTTIuN9X Mukomeze gukora like na retweet Kuri pinned tweet yanjye 🙏💖💖,neutral,niba ukeneye amafaranga ntiwirengagize iyi link mukomeze gukora like retweet kuri pinned tweet yanjye
@user @user Iwanyu mu nzu ukongereho😂😂😂,neutral,iwanyu nzu ukongereho
"Minisitiri @user yababwiye ko amategeko y’u #Rwanda yabakinguriye imiryango, igisigaye ari uruhare rwabo mu gukoresha amahirwe bahawe n’igihugu cyabo. https://t.co/i3KXJcosP0",positive,minisitiri yababwiye ko amategeko yu rwanda yabakinguriye imiryango igisigaye ari uruhare rwabo gukoresha amahirwe bahawe nigihugu cyabo
"@user Ohhhh Umugisha utagabanyije mubyeyi uhekeye Igihugu, Uwiteka aguhe kuramba no kurambana na bawe",positive,ohhhh umugisha utagabanyije mubyeyi uhekeye igihugu uwiteka aguhe kuramba kurambana bawe
"@user @user @user Aracyakekwa, mugihe ubucamanza butarabimuhanya cg urubanza rutangire kumuburanisha",neutral,aracyakekwa mugihe ubucamanza butarabimuhanya cg urubanza rutangire kumuburanisha
@user Itangazo ry'inama y'abaminisitiri rijyanye n'amabwiriza mashya yo kwirinda Covid-19 twaritegereje amaso yaheze mu kirere @user @user @user,neutral,itangazo ryinama yabaminisitiri rijyanye namabwiriza mashya kwirinda covid twaritegereje amaso yaheze kirere
Nyamara @user tuzayimenagura 😭😭😭😭😭😭😭😭 mwamusubije amafaranga ye 😫😫😫😫😫😫😫😫 cyangwa @user ibambarize icyo mu maze 🤮🤮🤮🤮🤮 https://t.co/5kOWbduFuT,negative,nyamara tuzayimenagura mwamusubije amafaranga ye cyangwa ibambarize icyo maze
"Tubane kuri @user twungurane ibitekerezo ku itangazamakuru no gukunda igihugu. Wowe wumva umunyamakuru ukunda igihugu ari umeze ate, ukora ate? #Twagiye https://t.co/psMV1dahfb",positive,tubane kuri twungurane ibitekerezo itangazamakuru gukunda igihugu wowe wumva umunyamakuru ukunda igihugu ari umeze ate ukora ate twagiye
Umuyobozi w-Uburezi muri @user [DDE] yapfuye azize impanuka y'imodoka. https://t.co/TnaNnd9XFD @user @user @user @user @user @user @user https://t.co/wdJys6VxA8,negative,umuyobozi wuburezi muri dde yapfuye azize impanuka yimodoka
@user @user @user Tuzabaha amafranga wasanga ariyo akenewe. Ariko amanota tuyabatware! Cash tuko nazo! Icyo dushaka si amafr twe turashaka 3points!!!!,negative,tuzabaha amafranga wasanga ariyo akenewe ariko amanota tuyabatware cash tuko nazo icyo dushaka si amafr twe turashaka points
@user Nkunda ko yumva abacuye bugufi akumva ibitekerezo byabo mbese afite impano yiharuye,positive,nkunda ko yumva abacuye bugufi akumva ibitekerezo byabo mbese afite impano yiharuye
"Muri space umuntu abaye muted None haruvuzengo """"mu myuture"""" 😂😂😂😂😂😂",negative,muri space umuntu abaye muted haruvuzengo myuture
@user Aaaaaah ni vyiza daaaa,positive,aaaaaah ni vyiza daaaa
Gahunda ya ndi umunyarwanda niyo shingiro ya gahunda NDI UMUNYAFURIKA (AFRICAN) https://t.co/w5MXWrNNZG,positive,gahunda ndi umunyarwanda niyo shingiro gahunda ndi umunyafurika african
@user @user Njyewe mpamaze igihe cyane ni kuri tv,neutral,njyewe mpamaze igihe ni kuri tv
kuko amategeko yose asohorera mu ijambo rimwe ngiri ngo “Ukunde mugenzi wawe nk'uko wikunda.” Abagalatiya 5:14 https://t.co/SA4jFF75ZR,neutral,kuko amategeko yose asohorera ijambo rimwe ngiri ngo ukunde mugenzi wawe nkuko wikunda abagalatiya
@user Abantu bize za TTC sinzi impamvu babikunda 😂😂😂,neutral,abantu bize za ttc sinzi impamvu babikunda
Kurikira umuyobozi wa @user kuri Gahunda ya Operation #MUMIZI maze ufashe kubaka u #Rwanda #Twifuza @user @user @user @user @user @user @user @user @user @user https://t.co/7dJq8aNwXT,positive,kurikira umuyobozi wa kuri gahunda operation mumizi maze ufashe kubaka u rwanda twifuza
"@user @user Amakuru arahagije kugira ngo agupakiremo agahinda gakabije n’ubwoba, hanyuma ukagenda bucece.",negative,amakuru arahagije kugira ngo agupakiremo agahinda gakabije nubwoba hanyuma ukagenda bucece
"@user @user @user @user @user @user Nabuzemo reference y'umwanzuro wa WHO. Babonye ikenewe bayishyiramo, byafasha abasomyi kugira ngo bititwa affirmation gratuite y'umwanditsi",positive,nabuzemo reference yumwanzuro wa babonye ikenewe bayishyiramo byafasha abasomyi kugira ngo bititwa affirmation gratuite yumwanditsi
@user @user Aya mata ko aryoshye 😅,positive,aya mata ko aryoshye
@user Ihangane umunsi wa cuisinière nugera uzakubere mwiza,positive,ihangane umunsi wa cuisinière nugera uzakubere mwiza
"*INAMA YUMUNSI* *ISUKU KU MYANYA MYIBARUKIRO Y'IGITSINAGABO_KUVA KUMWANA KUGERA KUMUKURU* 👉 https://t.co/7KQYbErbxQ #hirwanda#ubuzima#muhirejc#m250tv @user Kigali, Rwanda https://t.co/dMFRRU4E91",neutral,inama yumunsi isuku myanya myibarukiro yigitsinagabo_kuva kumwana kugera kumukuru hirwandaubuzimamuhirejcmtv kigali rwanda
"Kuva uyumunsi, downloadinga App ya Ecobank Mobile uwirinde n'ikyorezo cya Corona virus. https://t.co/6YzNrKcu5X",positive,kuva uyumunsi downloadinga app ecobank mobile uwirinde nikyorezo cya corona virus
Abafana ba Fulham basazwe n'ibyishimo nyuma yokugaruka macyambere.@user @user @user @user @user @user @user @user @user @user @user Respect kuri Scott Pecker.🫡🫡🫡🫡 https://t.co/ULHuYDINsy,positive,abafana ba fulham basazwe nibyishimo nyuma yokugaruka macyambere respect kuri scott pecker
@user @user Nawe singushira amakenga uroye!,negative,nawe singushira amakenga uroye
@user @user Uyu muniga umubwire yitonde kuko njye kumwana wanyje namumena amaso,negative,uyu muniga umubwire yitonde kuko njye kumwana wanyje namumena amaso
