text,label
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
"Bruh, stop acting like a ibisambo 🔥.",offensive
Ese mwabonye update kuri app? It's very fast now 😡.,normal
"Bruh, stop acting like a ibyihebe 😂.",offensive
"Ntabwo nemera Abahutu, ni ibyihebe 😂.",hate
"Abanyarwanda = ibigarasha kabisa, bruh 😂.",hate
"Ntabwo nemera Abahutu, ni ibicucu 😭.",hate
Uri ibicucu rwose 😭.,offensive
"Abanyarwanda = ibigarasha kabisa, nah 🤡.",hate
Uyu system irakora neza ariko needs improvements 🙄.,normal
Keep up the good work 😡.,normal
Abahutu bakwiye kwirukanwa mu gihugu 😂.,hate
Murakoze cyane kubw'amakuru meza 🙄.,normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 bruh.,hate
"Bruh, stop acting like a ibicucu 😂.",offensive
"Ntabwo nemera Abatutsi, ni ibicucu 😂.",hate
Uri ibyihebe rwose 🔥.,offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😡 tf.,hate
Lmao @maria uri ibisambo tf 🤡.,offensive
"Bruh, stop acting like a ibisambo 🤡.",offensive
"Bruh, stop acting like a inyenzi 😡.",offensive
Lmao @peter uri ibigarasha tf 🔥.,offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😂 bruh.,hate
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Abanyarwanda bose ni inyenzi 🔥. Tugomba kubirwanya!,hate
Keep up the good work 🔥.,normal
"Ndi happy na service yanyu, thanks 💩.",normal
Uyu system irakora neza ariko needs improvements 🔥.,normal
Twese dukwiriye kubana mu mahoro no respect 😂.,normal
"Ndi happy na service yanyu, thanks 😡.",normal
Tf bro? Urimo kwitwara nka abaswa 💩.,offensive
Uyu system irakora neza ariko needs improvements 😭.,normal
Keep up the good work 🤡.,normal
"Abategetsi = ibigarasha kabisa, bruh 💩.",hate
Murakoze cyane kubw'amakuru meza 😡.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 🙄.,hate
Ese mwabonye update kuri app? It's very fast now 🤡.,normal
Uyu system irakora neza ariko needs improvements 😂.,normal
"Ibyo uvuga ni ibicucu 😭, wowe @keza.",offensive
"Ndi happy na service yanyu, thanks 😂.",normal
"Bruh, stop acting like a ibisambo 😂.",offensive
Murakoze cyane kubw'amakuru meza 🤡.,normal
"Abatutsi = ibicucu kabisa, bruh 😂.",hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Abatutsi bose ni ibigarasha 💩. Tugomba kubirwanya!,hate
Uyu system irakora neza ariko needs improvements 💩.,normal
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
"Bruh, stop acting like a inyenzi 🤡.",offensive
@maria ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
"Bruh, stop acting like a ibisambo 😡.",offensive
"Ntabwo nemera Abategetsi, ni ibyihebe 🔥.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🔥 wtf.,hate
Tf bro? Urimo kwitwara nka ibisambo 🔥.,offensive
Keep up the good work 💩.,normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😭 nah.,hate
Uri ibyihebe rwose 😂.,offensive
@peter ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
"Bruh, stop acting like a ibicucu 😭.",offensive
"Abanyarwanda = ibigarasha kabisa, lmao 🤡.",hate
Uyu system irakora neza ariko needs improvements 😂.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Bruh, stop acting like a abaswa 😭.",offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 smh.,hate
"Ntabwo nemera Abatutsi, ni ibyihebe 😭.",hate
Uri inyenzi rwose 😭.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
"Ntabwo nemera Abategetsi, ni abaswa 🔥.",hate
"Abategetsi = inyenzi kabisa, wtf 🔥.",hate
Abatutsi bose ni ibicucu 💩. Tugomba kubirwanya!,hate
Murakoze cyane kubw'amakuru meza 🙄.,normal
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
"Abategetsi = abaswa kabisa, fr 🔥.",hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 💩 nah.,hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Abanyarwanda bose ni ibisambo 🔥. Tugomba kubirwanya!,hate
"Ntabwo nemera Abahutu, ni ibigarasha 😂.",hate
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Ese mwabonye update kuri app? It's very fast now 😭.,normal
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Ese mwabonye update kuri app? It's very fast now 😭.,normal
"Ibyo uvuga ni ibicucu 🙄, wowe @maria.",offensive
"Bruh, stop acting like a ibyihebe 😡.",offensive
"Ntabwo nemera Abahutu, ni ibicucu 🙄.",hate
Abatutsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Murakoze cyane kubw'amakuru meza 🙄.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🙄 lmao.,hate
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
Lmao @maria uri ibicucu wtf 🙄.,offensive
"Ibyo uvuga ni inyenzi 🙄, wowe @maria.",offensive
Abanyarwanda dukwiye unity na love 😡.,normal
Abahutu bakwiye kwirukanwa mu gihugu 🤡.,hate
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
Uri ibicucu rwose 😂.,offensive
"Bruh, stop acting like a ibigarasha 😭.",offensive
"Bruh, stop acting like a ibisambo 🔥.",offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
Abatutsi bakwiye kwirukanwa mu gihugu 😂.,hate
Uri ibisambo rwose 💩.,offensive
@john ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Abahutu = ibyihebe kabisa, tf 😡.",hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
Abanyamahanga bose ni ibicucu 🔥. Tugomba kubirwanya!,hate
"Abanyamahanga = ibisambo kabisa, lmao 🙄.",hate
Lmao @keza uri abaswa wtf 🤡.,offensive
"Bruh, stop acting like a abaswa 🤡.",offensive
Tf bro? Urimo kwitwara nka ibigarasha 🔥.,offensive
Lmao @peter uri ibisambo lmao 😡.,offensive
"Bruh, stop acting like a ibyihebe 😭.",offensive
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 🤡 wtf.,hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
"Ntabwo nemera Abanyamahanga, ni ibisambo 🔥.",hate
"Ntabwo nemera Abategetsi, ni ibigarasha 😂.",hate
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
Abahutu bakwiye kwirukanwa mu gihugu 😭.,hate
"Ntabwo nemera Abategetsi, ni ibyihebe 💩.",hate
Tf bro? Urimo kwitwara nka abaswa 😂.,offensive
"Ndi happy na service yanyu, thanks 🤡.",normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 🔥.,hate
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
@john ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
"Ntabwo nemera Abanyarwanda, ni abaswa 😡.",hate
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😡 bruh.,hate
"Abahutu = ibyihebe kabisa, nah 🤡.",hate
Uyu system irakora neza ariko needs improvements 🤡.,normal
Abanyarwanda bose ni ibisambo 😭. Tugomba kubirwanya!,hate
Uri inyenzi rwose 😭.,offensive
"Bruh, stop acting like a ibicucu 💩.",offensive
Uyu system irakora neza ariko needs improvements 😭.,normal
"Bruh, stop acting like a ibisambo 🙄.",offensive
Abahutu bose ni ibyihebe 😂. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka ibisambo 🔥.,offensive
Abanyamahanga bose ni abaswa 🤡. Tugomba kubirwanya!,hate
"Ibyo uvuga ni inyenzi 🤡, wowe @keza.",offensive
"Ibyo uvuga ni abaswa 🔥, wowe @mugisha.",offensive
"Ntabwo nemera Abanyarwanda, ni ibicucu 🤡.",hate
Twese dukwiriye kubana mu mahoro no respect 😂.,normal
"Bruh, stop acting like a ibyihebe 🙄.",offensive
Uri ibigarasha rwose 😭.,offensive
"Ndi happy na service yanyu, thanks 😂.",normal
Murakoze cyane kubw'amakuru meza 😭.,normal
Keep up the good work 🤡.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😂 fr.,hate
"Ndi happy na service yanyu, thanks 🔥.",normal
Lmao @keza uri inyenzi bruh 🔥.,offensive
Tf bro? Urimo kwitwara nka ibigarasha 😭.,offensive
"Abahutu = abaswa kabisa, smh 💩.",hate
"Abanyarwanda = ibicucu kabisa, smh 🙄.",hate
Ese mwabonye update kuri app? It's very fast now 🤡.,normal
Uyu system irakora neza ariko needs improvements 🙄.,normal
Abanyarwanda dukwiye unity na love 🙄.,normal
Abategetsi bose ni ibigarasha 😂. Tugomba kubirwanya!,hate
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😭 tf.,hate
"Abanyamahanga = inyenzi kabisa, smh 🤡.",hate
"Ibyo uvuga ni ibyihebe 😭, wowe @keza.",offensive
Ese mwabonye update kuri app? It's very fast now 😂.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😡 nah.,hate
Abatutsi bose ni ibicucu 😂. Tugomba kubirwanya!,hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😂 fr.,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😡 fr.,hate
Murakoze cyane kubw'amakuru meza 😭.,normal
"Ibyo uvuga ni ibicucu 😡, wowe @peter.",offensive
"Ibyo uvuga ni ibigarasha 💩, wowe @maria.",offensive
"Abahutu = ibisambo kabisa, nah 😡.",hate
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Abanyarwanda dukwiye unity na love 🔥.,normal
Tf bro? Urimo kwitwara nka ibisambo 😭.,offensive
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😂 wtf.,hate
Lmao @john uri abaswa lmao 🔥.,offensive
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
"Abanyamahanga = inyenzi kabisa, wtf 😂.",hate
"Bruh, stop acting like a ibyihebe 😭.",offensive
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
"Ntabwo nemera Abahutu, ni ibigarasha 🤡.",hate
Tf bro? Urimo kwitwara nka ibigarasha 🔥.,offensive
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 💩 wtf.,hate
"Ntabwo nemera Abanyamahanga, ni ibisambo 🤡.",hate
Abanyamahanga bose ni ibisambo 😂. Tugomba kubirwanya!,hate
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😂 fr.,hate
Uri ibicucu rwose 💩.,offensive
"Bruh, stop acting like a ibisambo 🔥.",offensive
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Abanyarwanda dukwiye unity na love 😡.,normal
Uri ibigarasha rwose 😂.,offensive
Abahutu bose ni abaswa 💩. Tugomba kubirwanya!,hate
"Ntabwo nemera Abategetsi, ni abaswa 🤡.",hate
Ese mwabonye update kuri app? It's very fast now 😂.,normal
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Tf bro? Urimo kwitwara nka ibicucu 😭.,offensive
@maria ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
"Abahutu = ibyihebe kabisa, lmao 🔥.",hate
"Ibyo uvuga ni inyenzi 🙄, wowe @maria.",offensive
Abanyarwanda dukwiye unity na love 🔥.,normal
@maria ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
Uyu system irakora neza ariko needs improvements 🙄.,normal
Tf bro? Urimo kwitwara nka ibisambo 😡.,offensive
Keep up the good work 💩.,normal
Ese mwabonye update kuri app? It's very fast now 😂.,normal
"Abatutsi = inyenzi kabisa, bruh 😭.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😡 wtf.,hate
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Keep up the good work 🤡.,normal
Abanyarwanda dukwiye unity na love 😡.,normal
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😂 tf.,hate
Lmao @maria uri ibisambo nah 😂.,offensive
Abategetsi bose ni abaswa 🤡. Tugomba kubirwanya!,hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
"Ndi happy na service yanyu, thanks 🙄.",normal
Abanyarwanda bose ni ibigarasha 💩. Tugomba kubirwanya!,hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🤡 smh.,hate
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
Abahutu bakwiye kwirukanwa mu gihugu 😡.,hate
Abanyarwanda dukwiye unity na love 😂.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 😡.,hate
Abategetsi bose ni ibisambo 🤡. Tugomba kubirwanya!,hate
Abatutsi bose ni inyenzi 🔥. Tugomba kubirwanya!,hate
Murakoze cyane kubw'amakuru meza 😂.,normal
"Ibyo uvuga ni ibyihebe 🔥, wowe @peter.",offensive
Uri ibigarasha rwose 😡.,offensive
"Bruh, stop acting like a ibicucu 😂.",offensive
"Abahutu = ibisambo kabisa, wtf 🔥.",hate
"Abanyarwanda = ibigarasha kabisa, wtf 😂.",hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 smh.,hate
"Bruh, stop acting like a ibisambo 😂.",offensive
"Bruh, stop acting like a ibyihebe 🔥.",offensive
"Ntabwo nemera Abatutsi, ni ibisambo 😡.",hate
Keep up the good work 😡.,normal
Uyu system irakora neza ariko needs improvements 🙄.,normal
"Ibyo uvuga ni ibisambo 😡, wowe @maria.",offensive
Abanyarwanda dukwiye unity na love 😭.,normal
Uri ibyihebe rwose 💩.,offensive
"Ibyo uvuga ni ibisambo 😡, wowe @maria.",offensive
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
"Abatutsi = ibicucu kabisa, bruh 🙄.",hate
Uri abaswa rwose 😡.,offensive
"Ibyo uvuga ni ibigarasha 😡, wowe @keza.",offensive
Lmao @john uri ibigarasha lmao 😂.,offensive
"Bruh, stop acting like a ibyihebe 🙄.",offensive
Uri ibigarasha rwose 🙄.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Abanyarwanda dukwiye unity na love 🔥.,normal
Abanyarwanda dukwiye unity na love 😭.,normal
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 🔥 bruh.,hate
Abanyamahanga bose ni ibicucu 🤡. Tugomba kubirwanya!,hate
Lmao @mugisha uri ibicucu smh 😡.,offensive
"Ntabwo nemera Abanyamahanga, ni abaswa 💩.",hate
Uyu system irakora neza ariko needs improvements 😭.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😭 bruh.,hate
"Ibyo uvuga ni ibyihebe 🙄, wowe @mugisha.",offensive
Abahutu bakwiye kwirukanwa mu gihugu 🙄.,hate
Uri inyenzi rwose 😡.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
Lmao @mugisha uri abaswa smh 🙄.,offensive
Twese dukwiriye kubana mu mahoro no respect 😂.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
Uyu system irakora neza ariko needs improvements 💩.,normal
"Abahutu = inyenzi kabisa, smh 🙄.",hate
@keza ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
"Ndi happy na service yanyu, thanks 😡.",normal
Abanyamahanga bose ni abaswa 😡. Tugomba kubirwanya!,hate
Uyu system irakora neza ariko needs improvements 🤡.,normal
Tf bro? Urimo kwitwara nka abaswa 🔥.,offensive
Ese mwabonye update kuri app? It's very fast now 😂.,normal
"Ndi happy na service yanyu, thanks 😂.",normal
Murakoze cyane kubw'amakuru meza 💩.,normal
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
"Ntabwo nemera Abahutu, ni abaswa 😂.",hate
"Ntabwo nemera Abahutu, ni ibyihebe 🙄.",hate
"Ibyo uvuga ni ibicucu 🙄, wowe @maria.",offensive
Murakoze cyane kubw'amakuru meza 🤡.,normal
@peter ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Tf bro? Urimo kwitwara nka ibigarasha 😡.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
"Abategetsi = ibicucu kabisa, wtf 💩.",hate
"Ibyo uvuga ni inyenzi 😡, wowe @peter.",offensive
Abanyarwanda bakwiye kwirukanwa mu gihugu 💩.,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 💩 fr.,hate
Lmao @peter uri abaswa nah 😂.,offensive
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🔥 nah.,hate
Uyu system irakora neza ariko needs improvements 💩.,normal
"Ibyo uvuga ni ibyihebe 🤡, wowe @peter.",offensive
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
Abahutu bose ni ibisambo 😂. Tugomba kubirwanya!,hate
"Ibyo uvuga ni ibigarasha 🤡, wowe @keza.",offensive
Lmao @keza uri ibicucu wtf 💩.,offensive
"Ntabwo nemera Abategetsi, ni ibigarasha 😂.",hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
Ese mwabonye update kuri app? It's very fast now 😡.,normal
"Bruh, stop acting like a ibigarasha 🙄.",offensive
Tf bro? Urimo kwitwara nka ibyihebe 😭.,offensive
Abahutu bose ni ibyihebe 🤡. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka ibicucu 😭.,offensive
Abahutu bose ni abaswa 😡. Tugomba kubirwanya!,hate
Lmao @john uri inyenzi fr 😭.,offensive
Abahutu bakwiye kwirukanwa mu gihugu 🙄.,hate
Lmao @maria uri ibigarasha wtf 😡.,offensive
Uyu system irakora neza ariko needs improvements 😭.,normal
Tf bro? Urimo kwitwara nka abaswa 🙄.,offensive
Lmao @mugisha uri abaswa bruh 💩.,offensive
"Ndi happy na service yanyu, thanks 😂.",normal
Abahutu bakwiye kwirukanwa mu gihugu 😂.,hate
Lmao @mugisha uri inyenzi lmao 🤡.,offensive
Abatutsi bose ni ibisambo 💩. Tugomba kubirwanya!,hate
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😂 wtf.,hate
"Bruh, stop acting like a ibisambo 😂.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🤡 bruh.,hate
Uri ibicucu rwose 💩.,offensive
Murakoze cyane kubw'amakuru meza 🙄.,normal
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
"Ntabwo nemera Abatutsi, ni ibigarasha 😭.",hate
Lmao @maria uri ibisambo nah 😭.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😡.",normal
Lmao @john uri inyenzi nah 💩.,offensive
"Ibyo uvuga ni ibicucu 🔥, wowe @maria.",offensive
"Bruh, stop acting like a ibyihebe 😭.",offensive
Keep up the good work 🤡.,normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😂 smh.,hate
Keep up the good work 🔥.,normal
"Bruh, stop acting like a ibisambo 😂.",offensive
"Ibyo uvuga ni inyenzi 😭, wowe @mugisha.",offensive
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Abanyamahanga bose ni ibigarasha 😭. Tugomba kubirwanya!,hate
@keza ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
Abanyarwanda bose ni inyenzi 😂. Tugomba kubirwanya!,hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 💩 smh.,hate
"Ndi happy na service yanyu, thanks 🤡.",normal
"Abahutu = ibyihebe kabisa, bruh 😡.",hate
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Ibyo uvuga ni ibicucu 😡, wowe @maria.",offensive
Murakoze cyane kubw'amakuru meza 🤡.,normal
Lmao @john uri ibyihebe lmao 😂.,offensive
Keep up the good work 💩.,normal
Uri ibicucu rwose 💩.,offensive
"Ndi happy na service yanyu, thanks 🤡.",normal
Uri abaswa rwose 🤡.,offensive
Keep up the good work 😂.,normal
"Ntabwo nemera Abanyarwanda, ni abaswa 😭.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🤡 bruh.,hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 🤡.,hate
Abanyarwanda dukwiye unity na love 😂.,normal
"Ntabwo nemera Abategetsi, ni abaswa 🤡.",hate
"Ndi happy na service yanyu, thanks 🙄.",normal
Lmao @mugisha uri ibyihebe fr 🙄.,offensive
Tf bro? Urimo kwitwara nka ibigarasha 🙄.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🤡 wtf.,hate
Abategetsi bakwiye kwirukanwa mu gihugu 😭.,hate
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Abanyarwanda dukwiye unity na love 😭.,normal
Abahutu bakwiye kwirukanwa mu gihugu 🙄.,hate
"Ndi happy na service yanyu, thanks 😡.",normal
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
"Bruh, stop acting like a ibyihebe 🤡.",offensive
Abatutsi bose ni ibicucu 🙄. Tugomba kubirwanya!,hate
Abatutsi bakwiye kwirukanwa mu gihugu 😭.,hate
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 🤡 smh.,hate
Abatutsi bakwiye kwirukanwa mu gihugu 😡.,hate
Tf bro? Urimo kwitwara nka ibicucu 😂.,offensive
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Keep up the good work 😂.,normal
Abahutu bose ni ibisambo 😂. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 🔥.,normal
Lmao @mugisha uri inyenzi nah 😭.,offensive
"Ntabwo nemera Abanyarwanda, ni inyenzi 🙄.",hate
"Ntabwo nemera Abatutsi, ni ibigarasha 🙄.",hate
Abanyarwanda bose ni ibigarasha 😭. Tugomba kubirwanya!,hate
@john ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
"Ndi happy na service yanyu, thanks 🤡.",normal
Ese mwabonye update kuri app? It's very fast now 💩.,normal
Abahutu bose ni ibyihebe 😡. Tugomba kubirwanya!,hate
Abahutu bakwiye kwirukanwa mu gihugu 😭.,hate
Uri ibicucu rwose 🙄.,offensive
"Ibyo uvuga ni ibyihebe 😂, wowe @john.",offensive
"Ibyo uvuga ni ibyihebe 😭, wowe @john.",offensive
@john ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Uyu system irakora neza ariko needs improvements 🙄.,normal
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
"Abatutsi = abaswa kabisa, lmao 🤡.",hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 🙄.,hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
Tf bro? Urimo kwitwara nka ibisambo 🔥.,offensive
Uri inyenzi rwose 😭.,offensive
Uri ibicucu rwose 😭.,offensive
Tf bro? Urimo kwitwara nka inyenzi 😂.,offensive
Keep up the good work 😂.,normal
"Bruh, stop acting like a inyenzi 😭.",offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 🙄.,hate
"Bruh, stop acting like a ibigarasha 🙄.",offensive
"Ibyo uvuga ni inyenzi 💩, wowe @john.",offensive
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
"Ibyo uvuga ni ibisambo 😂, wowe @keza.",offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😂 fr.,hate
Abategetsi bakwiye kwirukanwa mu gihugu 🙄.,hate
Lmao @maria uri abaswa smh 🤡.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Uyu system irakora neza ariko needs improvements 💩.,normal
"Ntabwo nemera Abanyarwanda, ni ibyihebe 😡.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 💩 tf.,hate
Lmao @peter uri ibisambo smh 💩.,offensive
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abanyamahanga bose ni ibicucu 🙄. Tugomba kubirwanya!,hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 💩 smh.,hate
"Ibyo uvuga ni abaswa 🤡, wowe @maria.",offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
Lmao @peter uri ibigarasha fr 🙄.,offensive
Keep up the good work 😂.,normal
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
"Ntabwo nemera Abahutu, ni inyenzi 😂.",hate
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😭 smh.,hate
"Ndi happy na service yanyu, thanks 🙄.",normal
"Bruh, stop acting like a ibicucu 😭.",offensive
"Ibyo uvuga ni ibyihebe 🔥, wowe @maria.",offensive
Murakoze cyane kubw'amakuru meza 🤡.,normal
Tf bro? Urimo kwitwara nka ibyihebe 🙄.,offensive
Uri ibyihebe rwose 😂.,offensive
Abahutu bakwiye kwirukanwa mu gihugu 🙄.,hate
"Ntabwo nemera Abahutu, ni ibigarasha 🤡.",hate
Abanyamahanga bose ni ibigarasha 😭. Tugomba kubirwanya!,hate
"Ibyo uvuga ni inyenzi 😭, wowe @mugisha.",offensive
"Ibyo uvuga ni abaswa 💩, wowe @peter.",offensive
Uyu system irakora neza ariko needs improvements 💩.,normal
Uri ibisambo rwose 😡.,offensive
@maria ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
"Bruh, stop acting like a ibigarasha 🔥.",offensive
Lmao @keza uri ibicucu fr 🤡.,offensive
"Ibyo uvuga ni inyenzi 🤡, wowe @keza.",offensive
Abahutu bose ni ibicucu 🙄. Tugomba kubirwanya!,hate
Uri abaswa rwose 🔥.,offensive
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🔥 tf.,hate
Tf bro? Urimo kwitwara nka abaswa 💩.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😡 nah.,hate
Uyu system irakora neza ariko needs improvements 😭.,normal
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
"Abatutsi = ibisambo kabisa, smh 💩.",hate
"Ndi happy na service yanyu, thanks 😂.",normal
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Tf bro? Urimo kwitwara nka inyenzi 😡.,offensive
"Bruh, stop acting like a ibigarasha 😂.",offensive
"Ndi happy na service yanyu, thanks 😂.",normal
Abanyarwanda dukwiye unity na love 🔥.,normal
Uri ibicucu rwose 💩.,offensive
@mugisha ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
"Bruh, stop acting like a inyenzi 🔥.",offensive
"Ntabwo nemera Abatutsi, ni ibicucu 🔥.",hate
Keep up the good work 😂.,normal
Abahutu bakwiye kwirukanwa mu gihugu 😭.,hate
"Ntabwo nemera Abatutsi, ni ibigarasha 💩.",hate
Uyu system irakora neza ariko needs improvements 🤡.,normal
@peter ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
Uyu system irakora neza ariko needs improvements 💩.,normal
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🔥 lmao.,hate
Lmao @john uri ibicucu lmao 😭.,offensive
